iucn_sid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
177971,Acanthurus blochii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Ringtail Surgeonfish,"Valenciennes, 1835",2012,2010-05-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., Abesamis, R., Clements, K.D., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,2,50,NA,NA,NA,NA
177972,Paracanthurus hepatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Paracanthurus,Palette Surgeonfish,"(Linnaeus, 1766)",2012,2010-05-07,LC,NA,Unknown,TRUE,FALSE,FALSE,"McIlwain, J., Choat, J.H., Abesamis, R., Clements, K.D., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,2,40,NA,NA,NA,NA
177977,Acanthurus japonicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Japanese Surgeonfish,"(Schmidt, 1931)",2012,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,5,20,NA,NA,NA,NA
177978,Acanthurus bariene,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Roundspot Surgeonfish,"Lesson, 1831",2012,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Choat, J.H., Abesamis, R., Clements, K.D., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,4,50,NA,NA,NA,NA
177979,Naso lopezi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Slender Unicornfish,"Herre, 1927",2012,2010-05-06,LC,NA,Unknown,TRUE,FALSE,FALSE,"Abesamis, R., Nanola, C., Stockwell, B., Choat, J.H., Clements, K.D., McIlwain, J., Myers, R., Rocha, L.A. & Russell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,6,70,NA,NA,NA,NA
177980,Naso thynnoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Singlespine Unicornfish,"(Cuvier, 1829)",2012,2010-05-06,LC,NA,Stable,TRUE,FALSE,FALSE,"Abesamis, R., Choat, J.H., Clements, K.D., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,2,50,NA,NA,NA,NA
177981,Acanthurus dussumieri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Eyestripe Surgeonfish,"Valenciennes, 1835",2012,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Choat, J.H., McIlwain, J., Abesamis, R., Clements, K.D., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,4,131,NA,NA,NA,NA
177983,Naso brachycentron,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Humpback Unicornfish,"(Valenciennes, 1835)",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,5,50,NA,NA,NA,NA
177986,Ctenochaetus tominiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Orange-tipped Bristletooth,"Randall, 1955",2012,2010-05-07,LC,NA,Unknown,TRUE,FALSE,FALSE,"Clements, K.D., Choat, J.H., Nanola, C., Abesamis, R., McIlwain, J., Myers, R., Russell, B., Rocha, L.A. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,3,45,NA,NA,NA,NA
177988,Naso annulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Whitemargin Unicornfish,"(Quoy &amp; Gaimard, 1825)",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,60,NA,NA,NA,NA
177989,Acanthurus xanthopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Yellowfin Surgeonfish,"Valenciennes, 1835",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Rocha, L.A., Nanola, C., Russell, B. & Stockwell, B.","McClenachan, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,120,NA,NA,NA,NA
177990,Naso brevirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Palefin Unicornfish,"(Cuvier, 1829)",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., Abesamis, R., Clements, K.D., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,2,122,NA,NA,NA,NA
177991,Acanthurus olivaceus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Orange band Surgeonfish,"Bloch &amp; Schneider, 1801",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Russell, B., McIlwain, J., Choat, J.H., Abesamis, R., Clements, K.D., Myers, R., Nanola, C., Rocha, L.A. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,3,83,NA,NA,NA,NA
177993,Acanthurus lineatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Lined Surgeonfish,"(Linnaeus, 1758)",2012,2010-05-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., McIlwain, J., Abesamis, R., Clements, K.D., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,0,15,NA,NA,NA,NA
177994,Acanthurus leucocheilus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Palelipped Surgeonfish,"Herre, 1927",2012,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
177995,Acanthurus guttatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Whitespotted Surgeonfish,"Forster, 1801",2012,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,6,NA,NA,NA,NA
178002,Naso hexacanthus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Sleek Unicornfish,"(Bleeker, 1855)",2012,2010-05-06,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., McIlwain, J., Abesamis, R., Clements, K.D., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,6,229,NA,NA,NA,NA
178005,Zebrasoma scopas,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,Brushtail Tang,"(Cuvier, 1829)",2012,2010-05-07,LC,NA,Stable,TRUE,FALSE,FALSE,"Abesamis, R., Choat, J.H., McIlwain, J., Clements, K.D., Myers, R., Rocha, L.A., Nanola, C., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,60,NA,NA,NA,NA
178008,Acanthurus thompsoni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Thompson's Surgeonfish,"(Fowler, 1923)",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","McClenachan, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,4,119,NA,NA,NA,NA
178010,Zebrasoma veliferum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,Sailfin Tang,"(Bloch, 1795)",2012,2010-05-07,LC,NA,Stable,TRUE,FALSE,FALSE,"Abesamis, R., Clements, K.D., Choat, J.H., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
178012,Ctenochaetus striatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Striped Bristletooth,"(Quoy &amp; Gaimard, 1825)",2012,2010-05-07,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., Clements, K.D., McIlwain, J., Abesamis, R., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
178013,Naso caesius,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,Gray Unicornfish,"Randall &amp; Bell, 1992",2012,2010-05-06,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., Abesamis, R., Clements, K.D., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,3,50,NA,NA,NA,NA
178014,Ctenochaetus hawaiiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Ctenochaetus,Hawaiian Bristletooth,"Randall, 1955",2012,2010-05-07,LC,NA,Unknown,TRUE,FALSE,FALSE,"McIlwain, J., Clements, K.D., Choat, J.H., Abesamis, R., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,61,NA,NA,NA,NA
178015,Zebrasoma flavescens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Zebrasoma,Yellow Tang,"(Bennett, 1828)",2012,2010-05-07,LC,NA,Stable,TRUE,FALSE,FALSE,"McIlwain, J., Choat, J.H., Abesamis, R., Clements, K.D., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,81,NA,NA,NA,NA
178017,Acanthurus nigricauda,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Blackstreak Surgeonfish,"Duncker &amp; Mohr, 1929",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Clements, K.D., McIlwain, J., Choat, J.H., Abesamis, R., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
178019,Acanthurus nigrofuscus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Brown Surgeonfish,"(Forsskål, 1775)",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., McIlwain, J., Abesamis, R., Clements, K.D., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","Davidson, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,0,25,NA,NA,NA,NA
178022,Acanthurus pyroferus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,Mimic Surgeonfish,"Kittlitz, 1834",2012,2010-05-04,LC,NA,Stable,TRUE,FALSE,FALSE,"Choat, J.H., Abesamis, R., Clements, K.D., McIlwain, J., Myers, R., Nanola, C., Rocha, L.A., Russell, B. & Stockwell, B.","McClenachan, L., Edgar, G. & Kulbicki, M.",NA,NA,NA,NA,2,60,NA,NA,NA,NA
178800,Nypa fruticans,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,ARECACEAE,Nypa,Nypa Palm,Wurmb,2010,2008-03-07,LC,NA,Unknown,TRUE,TRUE,TRUE,"Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R., Carpenter, K.E. (Global Marine Species Assessment Coordinating Team) & Baker, W.J. (Palm Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178803,Bruguiera gymnorhiza,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Bruguiera,Oriental Mangrove,(L.) Lam.,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. & Miyagi, T.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178804,Sonneratia alba,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,LYTHRACEAE,Sonneratia,NA,Sm.,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S., Miyagi, T., Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178817,Scyphiphora hydrophylacea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Scyphiphora,NA,C.F.Gaertn.,2010,2008-03-07,LC,NA,Decreasing,TRUE,TRUE,TRUE,"Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178822,Ceriops tagal,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Ceriops,NA,(Perr) CB.Rob.,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. & Miyagi, T.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178825,Rhizophora mucronata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Rhizophora,True Mangrove,Lam.,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. & Miyagi, T.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178830,Avicennia alba,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,AVICENNIACEAE,Avicennia,NA,Blume,2010,2008-03-07,LC,NA,Decreasing,TRUE,TRUE,TRUE,"Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. & Miyagi, T.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178832,Acanthus ebracteatus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,ACANTHACEAE,Acanthus,Sea Holly,Vahl,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178838,Pemphis acidula,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,LYTHRACEAE,Pemphis,NA,J.R.Forst. &amp; G.Forst.,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178842,Excoecaria agallocha,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Excoecaria,NA,L.,2010,2008-03-07,LC,NA,Decreasing,TRUE,TRUE,TRUE,"Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178845,Xylocarpus granatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Xylocarpus,NA,J.König,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178850,Rhizophora stylosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Rhizophora,NA,Griff.,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Ellison, J., Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. & Miyagi, T.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178852,Heritiera littoralis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Heritiera,NA,Aiton,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. & Miyagi, T.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178854,Lumnitzera littorea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,COMBRETACEAE,Lumnitzera,NA,(Jack) Voigt,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. & Ngoc Nam, V.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178889,Enneapterygius rhabdotus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Umpire Triplefin,"Fricke, 1994",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J.","Buchanan, J., Polidoro, B., Carpenter, K.E. & Raynal, M.",NA,NA,NA,NA,0,12,NA,NA,NA,NA
178892,Ucla xenogrammus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Ucla,Largemouth Triplefin,"Holleman, 1993",2014,2010-05-06,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J. & Holleman, W.","Buchanan, J., Polidoro, B., Carpenter, K.E. & Raynal, M.",NA,NA,NA,NA,2,41,NA,NA,NA,NA
178894,Enneapterygius flavoccipitis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Yellownape Tripplefin,"Shen, 1994",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J. & Holleman, W.","Hines, A., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,22,NA,NA,NA,NA
178932,Enneapterygius tutuilae,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,High Hat Triplefin,"Jordan &amp; Seale, 1906",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J.","Buchanan, J., Polidoro, B., Carpenter, K.E. & Raynal, M.",NA,NA,NA,NA,0,32,NA,NA,NA,NA
178950,Enneapterygius bahasa,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Blacktail Triplefin,"Fricke, 1997",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J.","Hines, A., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,18,NA,NA,NA,NA
179001,Enneapterygius nanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Pygmy Triplefin,"(Schultz, 1960)",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J. & Holleman, W.","Buchanan, J., Hines, A., Polidoro, B., Carpenter, K.E. & Raynal, M.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
179062,Enneapterygius nigricauda,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Blacktail Triplefin,"Fricke, 1997",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J. & Holleman, W.","Buchanan, J., Hines, A., Polidoro, B., Carpenter, K.E. & Raynal, M.",NA,NA,NA,NA,0,11,NA,NA,NA,NA
179074,Enneapterygius minutus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Minute Triplefin,"(Günther, 1877)",2014,2010-05-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Williams, J.T. & Holleman, W.","Buchanan, J., Hines, A., Polidoro, B., Carpenter, K.E., Comeros-Raynal, M. & Strongin, K.",NA,NA,NA,NA,0,5,NA,NA,NA,NA
179085,Enneapterygius philippinus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Minute Triplefin,"(Peters, 1868)",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J.","Buchanan, J., Carpenter, K.E., Polidoro, B. & Raynal, M.",NA,NA,NA,NA,0,8,NA,NA,NA,NA
179093,Enneapterygius unimaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Onespot Triplefin,"Fricke, 1994",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J.","Buchanan, J., Polidoro, B., Carpenter, K.E. & Raynal, M.",NA,NA,NA,NA,0,4,NA,NA,NA,NA
179109,Helcogramma chica,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Helcogramma,Little Hooded Triplefin,"Rosenblatt, 1960",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J.","Buchanan, J., Polidoro, B., Carpenter, K.E. & Raynal, M.",NA,NA,NA,NA,0,32,NA,NA,NA,NA
179112,Enneapterygius hemimelas,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,Halfblack Triplefin,"(Kner &amp; Steindachner, 1867)",2014,2010-05-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Williams, J. & Holleman, W.","Hines, A., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
180226,Holothuria erinaceaus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Semper, 1868",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Samyn, Y.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180231,Holothuria verrucosa,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Selenka, 1867",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
180235,Holothuria hilla,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Lesson, 1830",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,20,NA,NA,NA,NA
180236,Holothuria olivacea,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Ludwig, 1888",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Samyn, Y.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
