iucn_sid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
18596,Pseudorca crassidens,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Pseudorca,False Killer Whale,"(Owen, 1846)",2018,2018-07-23,NT,NA,Unknown,TRUE,FALSE,FALSE,"Baird, R.W.","Reeves, R., Taylor, B.L. & Braulik, G.",NA,NA,0,NA,NA,1500,TRUE,"This errata version of the 2018 assessment was created to correct parts of the text in the Threats section: <br/><ul><li>""Rates of hooking or entanglement are approximately 1.5 individuals for every 10 million hooks set"" is now corrected to ""Rates of hooking or entanglement are approximately 1.5 individuals for every <strong>1 million</strong> hooks set.""</li><li>""Observers on Spanish longline vessels documented two bycaught False Killer Whales off the Azores in 2006 in approximately 810,000 observed hooks (Hernandez-Milian <em>et al</em>. 2008), a rate more than 15 times higher than in the Hawaii-based longline fishery"" is now corrected to ""Observers on Spanish longline vessels documented two bycaught False  Killer Whales off the Azores in 2006 in approximately 810,000 observed  hooks (Hernandez-Milian <em>et al</em>. 2008), a rate <strong>similar to</strong> the Hawaii-based longline fishery."".</li></ul>",NA,NA
19388,Redigobius bikolanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Redigobius,Speckled Goby,"(Herre, 1927)",2019,2018-08-26,LC,NA,Stable,TRUE,TRUE,FALSE,"Larson, H.","Jaafar, Z.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19488,Rhincodon typus,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Rhincodon,Whale Shark,"Smith, 1828",2016,2016-03-18,EN,A2bd+4bd,Decreasing,TRUE,FALSE,FALSE,"Pierce, S.J. & Norman, B.","Dulvy, N.K., Simpfendorfer, C. & Kyne, P.M.",NA,NA,NA,NA,0,1928,NA,NA,NA,NA
20729,Stenella attenuata,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,Pantropical Spotted Dolphin,"(Gray, 1846)",2018,2018-04-05,LC,NA,Unknown,TRUE,FALSE,FALSE,"Kiszka, J. & Braulik, G.","Reeves, R., Jefferson, T.A. & Scott, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20731,Stenella coeruleoalba,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,Striped Dolphin,"(Meyen, 1833)",2019,2018-04-19,LC,NA,Unknown,TRUE,FALSE,FALSE,"Braulik, G.","Reeves, R., Notarbartolo di Sciara, G. & Jefferson, T.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20733,Stenella longirostris,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Stenella,Spinner Dolphin,"(Gray, 1828)",2018,2018-02-20,LC,NA,Unknown,TRUE,FALSE,FALSE,"Braulik, G. & Reeves, R.","Taylor, B.L. & Perrin, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20738,Steno bredanensis,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Steno,Rough-toothed Dolphin,"(G. Cuvier in Lesson, 1828)",2019,2018-08-30,LC,NA,Unknown,TRUE,FALSE,FALSE,"Kiszka, J., Baird, R. & Braulik, G.","Reeves, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21856,Thunnus alalunga,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Albacore Tuna,"(Bonnaterre, 1788)",2011,2011-02-18,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Collette, B., Acero, A., Amorim, A.F., Boustany, A., Canales Ramirez, C., Cardenas, G., Carpenter, K.E., Chang, S.-K., de Oliveira Leite Jr., N., Di Natale, A., Die, D., Fox, W., Fredou, F.L., Graves, J., Guzman-Mora, A., Viera Hazin, F.H., Hinton, M., Juan Jorda, M., Minte Vera, C., Miyabe, N., Montano Cruz, R., Masuti, E., Nelson, R., Oxenford, H., Restrepo, V., Salas, E., Schaefer, K., Schratwieser, J., Serra, R., Sun, C., Teixeira Lessa, R.P., Pires Ferreira Travassos, P.E., Uozumi, Y. & Yanez, E.","Russell, B. & Polidoro, B.",NA,NA,NA,NA,0,600,NA,NA,NA,NA
21857,Thunnus albacares,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Yellowfin Tuna,"(Bonnaterre, 1788)",2011,2011-02-18,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Collette, B., Acero, A., Amorim, A.F., Boustany, A., Canales Ramirez, C., Cardenas, G., Carpenter, K.E., Chang, S.-K., de Oliveira Leite Jr., N., Di Natale, A., Die, D., Fox, W., Fredou, F.L., Graves, J., Guzman-Mora, A., Viera Hazin, F.H., Hinton, M., Juan Jorda, M., Minte Vera, C., Miyabe, N., Montano Cruz, R., Masuti, E., Nelson, R., Oxenford, H., Restrepo, V., Salas, E., Schaefer, K., Schratwieser, J., Serra, R., Sun, C., Teixeira Lessa, R.P., Pires Ferreira Travassos, P.E., Uozumi, Y. & Yanez, E.","Russell, B. & Polidoro, B.",NA,NA,NA,NA,0,464,NA,NA,NA,NA
21859,Thunnus obesus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBRIDAE,Thunnus,Bigeye Tuna,"(Lowe, 1839)",2011,2011-02-18,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Collette, B., Acero, A., Amorim, A.F., Boustany, A., Canales Ramirez, C., Cardenas, G., Carpenter, K.E., Chang, S.-K., Chiang, W., de Oliveira Leite Jr., N., Di Natale, A., Die, D., Fox, W., Fredou, F.L., Graves, J., Viera Hazin, F.H., Hinton, M., Juan Jorda, M., Minte Vera, C., Miyabe, N., Montano Cruz, R., Nelson, R., Oxenford, H., Restrepo, V., Schaefer, K., Schratwieser, J., Serra, R., Sun, C., Teixeira Lessa, R.P., Pires Ferreira Travassos, P.E., Uozumi, Y. & Yanez, E.","Russell, B. & Polidoro, B.",NA,NA,NA,NA,0,1500,NA,NA,NA,NA
22563,Tursiops truncatus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,Common Bottlenose Dolphin,"(Montagu, 1821)",2019,2018-05-13,LC,NA,Unknown,TRUE,FALSE,FALSE,"Wells, R.S., Natoli, A. & Braulik, G.","Reeves, R. & Taylor, B.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23148,Xiphias gladius,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,XIPHIIDAE,Xiphias,Swordfish,"Linnaeus, 1758",2011,2011-02-16,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Collette, B., Acero, A., Amorim, A.F., Bizsel, K., Boustany, A., Canales Ramirez, C., Cardenas, G., Carpenter, K.E., de Oliveira Leite Jr., N., Di Natale, A., Die, D., Fox, W., Fredou, F.L., Graves, J., Guzman-Mora, A., Viera Hazin, F.H., Hinton, M., Juan Jorda, M., Minte Vera, C., Miyabe, N., Montano Cruz, R., Masuti, E., Nelson, R., Oxenford, H., Restrepo, V., Salas, E., Schaefer, K., Schratwieser, J., Serra, R., Sun, C., Teixeira Lessa, R.P., Pires Ferreira Travassos, P.E., Uozumi, Y. & Yanez, E.","Russell, B., Elfes, C. & Polidoro, B.",NA,NA,NA,NA,0,2878,TRUE,"In the following text in the Habitats and Ecology section, the second reference to 'summer' was replaced with 'winter': ""It is primarily a warm-water species that migrates toward temperate or cold waters for feeding in the summer and back to warm waters in summer for spawning and overwintering"".",NA,NA
23211,Ziphius cavirostris,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Ziphius,Cuvier's Beaked Whale,"G. Cuvier, 1823",2008,2008-06-30,LC,NA,Unknown,TRUE,FALSE,FALSE,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31382,Rhizophora apiculata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Rhizophora,NA,Blume,2010,2008-03-07,LC,NA,Decreasing,TRUE,FALSE,TRUE,"Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. & Miyagi, T.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33705,Dolichandrone spathacea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,BIGNONIACEAE,Dolichandrone,NA,(L.f.) Baill. ex K.Schum.,2010,2008-03-07,LC,NA,Decreasing,TRUE,TRUE,TRUE,"Duke, N., Katherisan, K. & Sukardjo, S.","Polidoro, B.A., Livingstone, S.R. & Carpenter, K.E. (Global Marine Species Assessment Coordinating Team)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39336,Odontaspis noronhai,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,Bigeye Sand Tiger,"(Maul, 1955)",2019,2018-11-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Kyne, P.M. & Ebert, D.A.","Finucci, B. & Rigby, C.L.",NA,NA,NA,NA,35,1000,NA,NA,NA,NA
39337,Pseudocarcharias kamoharai,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,PSEUDOCARCHARIIDAE,Pseudocarcharias,Crocodile Shark,"(Matsubara, 1936)",2019,2018-11-09,LC,NA,Increasing,TRUE,FALSE,FALSE,"Kyne, P.M., Romanov, E., Barreto, R., Carlson, J., Fernando, D., Fordham, S., Francis, M.P., Jabado, R.W., Liu, K.M., Marshall, A., Pacoureau, N. & Sherley, R.B.","Finucci, B. & Dulvy, N.K.",NA,NA,NA,NA,0,590,NA,NA,NA,NA
39338,Megachasma pelagios,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,MEGACHASMIDAE,Megachasma,Megamouth Shark,"Taylor, Compagno &amp; Struhsaker, 1983",2019,2018-11-09,LC,NA,Unknown,TRUE,FALSE,FALSE,"Kyne, P.M., Liu, K.M. & Simpfendorfer, C.","Ebert, D.A. & Finucci, B.",NA,NA,NA,NA,5,1500,NA,NA,NA,NA
39339,Alopias vulpinus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,Common Thresher,"(Bonnaterre, 1788)",2009,2007-02-20,VU,A2bd+3bd+4bd,Decreasing,TRUE,FALSE,FALSE,"Goldman, K.J., Baum, J., Cailliet, G.M., Cortés, E., Kohin, S., Macías, D., Megalofonou, P., Perez, M., Soldo, A. & Trejo, T.","Fowler, S.L., Valenti, S.V. & participants of the Pelagic Shark Red List Workshop (Shark Red List Authority)",NA,NA,NA,NA,0,366,NA,NA,NA,NA
39341,Isurus oxyrinchus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Isurus,Shortfin Mako,"Rafinesque, 1810",2019,2018-11-05,EN,A2bd,Decreasing,TRUE,FALSE,FALSE,"Rigby, C.L., Barreto, R., Carlson, J., Fernando, D., Fordham, S., Francis, M.P., Jabado, R.W., Liu, K.M., Marshall, A., Pacoureau, N., Romanov, E., Sherley, R.B. & Winker, H.","Simpfendorfer, C., Dulvy, N.K. & Kyne, P.M.",NA,NA,NA,NA,0,888,NA,NA,NA,NA
39365,Carcharhinus amblyrhynchos,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Grey Reef Shark,"(Bleeker, 1856)",2009,2005-10-01,NT,NA,Unknown,TRUE,FALSE,FALSE,"Smale, M.J.","Musick, J.A. & Fowler, S.L. (Shark Red List Authority)",NA,NA,NA,NA,10,50,NA,NA,NA,NA
39370,Carcharhinus falciformis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Silky Shark,"(Bibron, 1839)",2017,2017-09-26,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Rigby, C.L., Sherman, C.S., Chin, A. & Simpfendorfer, C.","Lawson, J., Dulvy, N.K. & Kyne, P.M.",NA,NA,NA,NA,18,500,NA,NA,NA,NA
39374,Carcharhinus longimanus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Oceanic Whitetip Shark,"(Poey, 1861)",2015,2006-02-01,VU,A2ad+3d+4ad,Decreasing,TRUE,FALSE,FALSE,"Baum, J., Medina, E., Musick, J.A. & Smale, M.","Cavanagh, R.D., Stevens, J., Dudley, S., Pollard, D. & Fowler, S.L. (Shark Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39375,Carcharhinus melanopterus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Blacktip Reef Shark,"(Quoy &amp; Gaimard, 1824)",2009,2005-10-01,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Heupel, M.","Musick, J.A. & Fowler, S.L. (Shark Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39381,Prionace glauca,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Prionace,Blue Shark,"(Linnaeus, 1758)",2009,2005-10-01,NT,NA,Unknown,TRUE,FALSE,FALSE,"Stevens, J.","Musick, J.A. & Fowler, S.L. (Shark Red List Authority)",NA,NA,NA,NA,0,350,NA,NA,NA,NA
39384,Triaenodon obesus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Triaenodon,Whitetip Reef Shark,"(Rüppell, 1837)",2009,2005-10-01,NT,NA,Unknown,TRUE,FALSE,FALSE,"Smale, M.J.","Musick, J.A. & Fowler, S.L. (Shark Red List Authority)",NA,NA,NA,NA,1,330,NA,NA,NA,NA
39386,Sphyrna mokarran,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,Great Hammerhead,"(Rüppell, 1837)",2007,2007-03-01,EN,A2bd+4bd,Decreasing,TRUE,FALSE,FALSE,"Denham, J., Stevens, J.D., Simpfendorfer, C., Heupel, M.R., Cliff, G., Morgan, A., Graham, R., Ducrocq, M., Dulvy, N.K., Seisay, M., Asber, M., Valenti, S.V., Litvinov, F., Martins, P., Lemine Ould Sidi, M., Tous, P. & Bucal, D.","Dudley, S.F.J., Musick, J.A., Fowler, S.L., Kyne, P.M., Cavanagh, R.D. & Valenti, S.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39415,Aetobatus narinari,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,AETOBATIDAE,Aetobatus,Spotted Eagle Ray,"(Euphrasen, 1790)",2006,2006-01-31,NT,NA,Decreasing,TRUE,FALSE,FALSE,"Kyne, P.M., Ishihara, H, Dudley, S.F.J. & White, W.T.","Fowler, S.L. &  Compagno, L.J.V. (Shark Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39773,Cephalopholis boenak,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Brown-banded Seabass,"(Bloch, 1790)",2018,2016-11-16,LC,NA,Stable,TRUE,FALSE,FALSE,"Law, C. & Samoilys, M.","Linardich, C.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
39774,Cromileptes altivelis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cromileptes,Humpback Grouper,"(Valenciennes, 1828)",2018,2016-11-20,DD,NA,Decreasing,TRUE,FALSE,FALSE,"Sadovy, Y., Chan, T.T., Choat, J.H. & Liu, M.","Linardich, C.",NA,NA,NA,NA,1,40,NA,NA,NA,NA
40635,Indopacetus pacificus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Indopacetus,Indo-pacific Beaked Whale,"(Longman, 1926)",2008,2008-06-30,DD,NA,Unknown,TRUE,FALSE,FALSE,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41714,Tursiops aduncus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,Indo-Pacific Bottlenose Dolphin,"(Ehrenberg, 1833)",2012,2008-07-01,DD,NA,Unknown,TRUE,FALSE,FALSE,"Hammond, P.S., Bearzi, G., Bjørge, A., Forney, K.A., Karkzmarski, L., Kasuya, T., Perrin, W.F., Scott, M.D., Wang, J.Y. , Wells, R.S. & Wilson, B.","Rojas-Bracho, L. & Smith, B.D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41755,Physeter macrocephalus,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Physeter,Sperm Whale,"Linnaeus, 1758",2008,2008-06-30,VU,A1d,Unknown,TRUE,FALSE,FALSE,"Taylor, B.L., Baird, R., Barlow, J., Dawson, S.M., Ford, J., Mead, J.G., Notarbartolo di Sciara, G., Wade, P. & Pitman, R.L.","Hammond, P.S. & Perrin, W.F. (Cetacean Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41832,Mobula eregoodootenkee,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,Longhorned Pygmy Devil Ray,"(Bleeker, 1859)",2003,2003-04-30,NT,NA,Unknown,TRUE,FALSE,FALSE,"Pierce, S.J. & Bennett, M.B. (SSG Australia & Oceania Regional Workshop, March 2003)","Kyne, P.M. & Cavanagh, R.D. (Shark Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41835,Nebrius ferrugineus,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,GINGLYMOSTOMATIDAE,Nebrius,Tawny Nurse Shark,"(Lesson, 1831)",2003,2003-04-30,VU,A2abcd+3cd+4abcd,Decreasing,TRUE,FALSE,FALSE,"Pillans, R. (SSG Australia & Oceania Regional Workshop, March 2003)","Fowler, S., Cavanagh, R.D. & Kyne, P.M. (Shark Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41836,Negaprion acutidens,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Negaprion,Sharptooth Lemon Shark,"(Rüppell, 1837)",2003,2003-04-30,VU,A2abcd+3bcd+4abcd,Decreasing,TRUE,FALSE,FALSE,"Pillans, R. (SSG Australia & Oceania Regional Workshop, March 2003)","Cavanagh, R.D., Kyne, P.M., McAuley, R. & White, W.T. (Shark Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41851,Rhizoprionodon oligolinx,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,Grey Sharpnose Shark,"Springer, 1964",2003,2003-04-30,LC,NA,Unknown,TRUE,FALSE,FALSE,"Simpfendorfer, C.A. (SSG Australia & Oceania Regional Workshop, March 2003)","Fowler, S. & Cavanagh, R.D. (Shark Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44673,Epinephelus fuscoguttatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Brown-marbled Grouper,"(Forsskål, 1775)",2018,2016-11-20,VU,A2bd+4bd,Decreasing,TRUE,FALSE,FALSE,"Rhodes, K., Sadovy, Y. & Samoilys, M.","Linardich, C.",NA,NA,NA,NA,1,70,NA,NA,NA,NA
44674,Epinephelus coioides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Orange-spotted Grouper,"(Hamilton, 1822)",2018,2016-11-21,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Amorim, P., Choat, J.H., Fennessy, S., Law, C., Ma, K., Myers, R., Nair, R., Rhodes, K., Sadovy, Y., Samoilys, M., Suharti, S. & To, A.","Linardich, C.",NA,NA,NA,NA,0,100,NA,NA,NA,NA
44684,Plectropomus leopardus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Plectropomus,Leopard Coral Grouper,"(Lacepède, 1802)",2018,2016-11-20,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Choat, J.H. & Samoilys, M.","Linardich, C.",NA,NA,NA,NA,3,100,NA,NA,NA,NA
60199,Mobula tarapacana,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,MOBULIDAE,Mobula,Sicklefin Devilray,"(Philippi, 1892)",2016,2016-02-23,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Pardo, S.A., Walls, R.H.L. & Bigman, J.S.","Francis, M.P., Marshall, A., Notarbartolo di Sciara, G. & Ralph, G.",NA,NA,NA,NA,0,1896,TRUE,"Correction made to the lead author name for this assessment, from ""Pardo, S.P."" to ""Pardo, S.A."" In addition to this change, a mistake in the labelling of the upper and lower depth limits has been corrected so that the lower depth limit of this species is now 1,896 m, which was previously labelled incorrectly as the upper depth limit.",NA,NA
60210,Euprotomicrus bispinatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Euprotomicrus,Pygmy Shark,"(Quoy &amp; Gaimard, 1824)",2015,2015-05-13,LC,NA,Unknown,TRUE,FALSE,FALSE,"Burgess, G.H.","Walls, R.H.L. & Kyne, P.M.",NA,NA,NA,NA,0,1500,NA,NA,NA,NA
60225,Isurus paucus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Isurus,Longfin Mako,"Guitart, 1966",2019,2018-11-05,EN,A2d,Decreasing,TRUE,FALSE,FALSE,"Rigby, C.L., Barreto, R., Carlson, J., Fernando, D., Fordham, S., Francis, M.P., Jabado, R.W., Liu, K.M., Marshall, A., Pacoureau, N., Romanov, E., Sherley, R.B. & Winker, H.","Simpfendorfer, C., Dulvy, N.K. & Kyne, P.M.",NA,NA,NA,NA,0,1752,NA,NA,NA,NA
61213,Oligolepis acutipennis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Oligolepis,Paintedfin Goby,"(Valenciennes, 1837)",2016,2016-06-20,DD,NA,Unknown,TRUE,TRUE,FALSE,"Larson, H. & Sparks, J.S.","Raminosoa, N., Rasoloariniaina, R, Ravelomanana, T. & Velosoa, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61250,Lutjanus argentimaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,Mangrove Red Snapper,"(Forsskål, 1775)",2016,2015-03-04,LC,NA,Unknown,TRUE,FALSE,FALSE,"Russell, B., Carpenter, K.E., Smith-Vaniz, W.F., Lawrence, A. & Sparks, J.S.","Harvey, M., Velosoa, J., Ravelomanana, T., Raminosoa, N. & Rasoloariniaina, R",NA,NA,NA,NA,1,120,NA,NA,NA,NA
61338,Epinephelus malabaricus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Malabar Grouper,"(Bloch &amp; Schneider, 1801)",2018,2016-11-18,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Samoilys, M., Amorim, P., Choat, J.H., Law, C., Ma, K., Myers, R., Nair, R., Rhodes, K., Russell, B., Suharti, S. & To, A.","Linardich, C.",NA,NA,NA,NA,1,150,NA,NA,NA,NA
61339,Epinephelus polyphekadion,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Camouflage Grouper,"(Bleeker, 1849)",2018,2016-11-20,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Rhodes, K., Choat, J.H., Sadovy, Y., Myers, R., To, A., Ma, K., Samoilys, M., Suharti, S., Law, C. & Amorim, P.","Linardich, C.",NA,NA,NA,NA,1,60,NA,NA,NA,NA
63571,Bolbometopon muricatum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bolbometopon,Green Humphead Parrotfish,"(Valenciennes, 1840)",2012,2007-03-02,VU,A2d,Decreasing,TRUE,FALSE,FALSE,"Chan, T., Sadovy, Y. & Donaldson, T.J.","Choat, J.H., Dulvy, N. & Hamilton, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64411,Plectropomus areolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Plectropomus,Squaretail Coralgrouper,"(Rüppell, 1830)",2018,2016-11-17,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Rhodes, K.","Linardich, C.",NA,NA,NA,NA,1,70,NA,NA,NA,NA
64412,Plectropomus laevis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Plectropomus,Blacksaddled Coral Grouper,"(Lacepède, 1801)",2018,2016-11-21,LC,NA,Unknown,TRUE,FALSE,FALSE,"Choat, J.H., Amorim, P., Sadovy, Y., Law, C., Suharti, S., Samoilys, M., Ma, K., To, A., Myers, R. & Rhodes, K.","Linardich, C.",NA,NA,NA,NA,4,100,NA,NA,NA,NA
132723,Epinephelus maculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,Highfin Grouper,"Bloch, 1790",2018,2017-01-24,LC,NA,Decreasing,TRUE,FALSE,FALSE,"Rhodes, K. & Sadovy, Y.","Linardich, C.",NA,NA,NA,NA,2,100,NA,NA,NA,NA
132725,Cephalopholis aurantia,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Golden Hind,"(Valenciennes, 1828)",2018,2016-11-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Amorim, P., Das, D., Rhodes, K., Russell, B., Law, C., Suharti, S., Samoilys, M., Nair, R., Ma, K., To, A., Myers, R. & Choat, J.H.","Linardich, C.",NA,NA,NA,NA,100,250,NA,NA,NA,NA
132732,Cephalopholis miniata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Coral Hind,"(Forsskål, 1775)",2018,2017-11-12,LC,NA,Stable,TRUE,FALSE,FALSE,"Rocha, L.A.","Linardich, C.",NA,NA,NA,NA,1,120,NA,NA,NA,NA
132737,Cephalopholis leopardus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Leopard Hind,"(Lacepède, 1801)",2018,2017-11-02,LC,NA,Unknown,TRUE,FALSE,FALSE,"Samoilys, M.","Linardich, C.",NA,NA,NA,NA,1,40,NA,NA,NA,NA
